customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No internet service,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3620-MWJNE,0,0,0,2,1,0,1,0,0,1,0,0,1,54.45,False,0,1,1,0,0,1,0,0,0,0,0,1
8573-JGCZW,0,0,0,17,1,0,0,0,0,0,0,0,1,19.65,False,0,1,0,0,1,0,1,0,1,0,0,0
6837-HAEVO,0,1,1,69,1,1,0,1,1,0,1,1,1,105.0,False,0,1,0,1,0,0,0,1,0,0,1,0
6701-YVNQG,0,1,0,72,1,1,1,1,1,1,1,1,1,88.7,False,0,1,1,0,0,0,0,1,0,1,0,0
9306-CPCBC,0,0,0,3,1,1,0,0,0,0,0,0,1,74.25,True,1,0,0,1,0,1,0,0,0,0,1,0
4304-XUMGI,1,1,1,50,1,1,1,1,1,0,0,1,1,75.15,False,0,1,1,0,0,0,0,1,1,0,0,0
9504-YAZWB,0,0,0,53,1,0,0,0,0,0,0,0,0,20.25,False,1,0,0,0,1,0,0,1,0,0,0,1
8819-ZBYNA,0,1,0,58,1,1,1,1,0,1,1,1,1,109.1,False,1,0,0,1,0,0,0,1,0,1,0,0
6174-NRBTZ,0,0,0,46,0,0,1,0,0,0,0,0,1,30.75,False,0,1,1,0,0,0,1,0,1,0,0,0
9481-IEBZY,1,1,0,72,1,1,1,1,1,1,1,1,1,112.9,False,0,1,0,1,0,1,0,0,0,1,0,0
1833-VGRUM,1,0,0,1,1,1,0,0,0,0,0,0,1,74.2,True,1,0,0,1,0,1,0,0,0,0,1,0
6137-NICCO,0,1,1,6,1,1,0,1,1,0,1,0,1,94.05,False,1,0,0,1,0,1,0,0,0,0,0,1
9065-ZCPQX,0,1,0,72,1,1,1,1,1,1,0,1,0,78.85,False,0,1,1,0,0,0,0,1,1,0,0,0
6402-EJMWF,0,0,0,4,1,0,0,0,0,0,0,1,1,55.3,False,0,1,1,0,0,1,0,0,0,0,0,1
3620-EHIMZ,0,1,1,52,1,0,0,0,0,0,0,0,0,19.35,False,1,0,0,0,1,0,0,1,0,0,0,1
3213-VVOLG,0,1,1,0,1,1,0,0,0,0,0,0,0,25.35,False,0,1,0,0,1,0,0,1,0,0,0,1
6870-ECSHE,0,0,0,2,1,0,0,0,0,0,0,0,0,20.45,False,1,0,0,0,1,0,1,0,0,0,0,1
8747-UDCOI,0,1,0,65,1,0,0,0,0,0,0,0,0,19.35,False,1,0,0,0,1,0,0,1,1,0,0,0
8374-XGEJJ,1,1,0,43,1,1,0,1,0,0,1,1,1,101.0,True,0,1,0,1,0,1,0,0,0,0,1,0
2656-TABEH,0,1,0,4,1,1,0,1,0,0,1,1,1,100.2,True,0,1,0,1,0,1,0,0,0,0,1,0
6946-LMSQS,1,1,0,25,1,1,1,0,0,0,0,1,1,89.05,True,0,1,0,1,0,0,1,0,0,0,1,0
4626-OZDTJ,0,1,0,51,1,1,0,1,0,1,1,1,1,78.65,False,1,0,1,0,0,0,1,0,0,1,0,0
9169-BSVIN,0,0,0,12,1,1,0,0,1,0,1,1,0,74.75,False,0,1,1,0,0,1,0,0,1,0,0,0
2325-ZUSFD,0,1,1,57,1,0,1,0,0,0,1,1,1,70.1,True,1,0,1,0,0,0,1,0,1,0,0,0
8194-PEEBY,0,1,1,24,1,0,0,0,0,0,0,0,0,19.9,False,1,0,0,0,1,0,1,0,0,0,0,1
6872-HXFNF,0,1,0,64,1,1,0,0,1,1,0,0,0,58.35,False,1,0,1,0,0,0,1,0,1,0,0,0
3932-CMDTD,0,0,0,4,1,0,0,1,1,1,1,1,1,105.65,True,1,0,0,1,0,0,1,0,0,0,1,0
7714-YXSMB,0,0,0,26,1,1,0,0,1,0,1,1,1,100.5,False,1,0,0,1,0,1,0,0,1,0,0,0
8387-UGUSU,0,1,1,15,1,0,0,0,0,0,0,0,0,20.05,False,1,0,0,0,1,1,0,0,0,0,0,1
1080-BWSYE,1,1,0,64,1,1,0,0,0,0,0,0,0,25.65,False,0,1,0,0,1,0,0,1,0,1,0,0
4039-HEUNW,1,1,0,36,1,1,0,1,0,0,1,1,1,96.5,True,0,1,0,1,0,1,0,0,0,0,1,0
1194-HVAIF,0,1,0,27,1,1,0,0,0,0,1,1,0,95.0,False,1,0,0,1,0,1,0,0,0,1,0,0
0812-WUPTB,1,1,0,1,1,0,0,0,0,0,0,0,0,70.85,True,0,1,0,1,0,1,0,0,0,0,0,1
3594-UVONA,0,0,0,35,1,1,1,0,1,1,1,1,1,85.95,True,1,0,1,0,0,0,1,0,0,1,0,0
0004-TLHLJ,0,0,0,4,1,0,0,0,1,0,0,0,1,73.9,True,0,1,0,1,0,1,0,0,0,0,1,0
1767-TGTKO,0,1,1,8,1,0,0,0,0,0,0,0,1,45.45,False,1,0,1,0,0,1,0,0,0,0,1,0
8439-LTUGF,0,0,0,10,1,0,0,0,0,0,0,0,1,20.0,False,0,1,0,0,1,1,0,0,0,1,0,0
8805-JNRAZ,0,0,0,2,1,0,0,1,0,0,0,0,0,49.2,False,1,0,1,0,0,1,0,0,0,0,0,1
5089-IFSDP,0,1,0,58,1,1,1,1,1,0,1,1,1,109.45,True,1,0,0,1,0,0,0,1,1,0,0,0
6418-HNFED,0,1,0,51,1,0,1,1,1,1,1,1,1,83.25,False,0,1,1,0,0,0,0,1,0,1,0,0
0206-OYVOC,0,1,1,46,1,0,0,0,0,0,0,0,1,19.25,False,1,0,0,0,1,0,0,1,0,0,0,1
7291-CDTMJ,0,0,0,1,1,0,0,0,0,0,0,0,1,19.65,False,0,1,0,0,1,1,0,0,1,0,0,0
7128-GGCNO,0,0,0,46,1,1,0,0,0,0,0,0,0,72.8,False,0,1,0,1,0,1,0,0,1,0,0,0
0237-YFUTL,0,1,0,50,1,1,1,1,0,1,1,1,1,109.65,False,1,0,0,1,0,1,0,0,1,0,0,0
7691-KGKGP,0,1,1,53,1,0,0,1,0,1,1,0,0,65.0,False,0,1,1,0,0,1,0,0,0,1,0,0
6710-HSJRD,0,1,0,61,1,1,0,1,1,1,1,1,1,114.1,False,0,1,0,1,0,1,0,0,0,0,1,0
3675-EQOZA,0,0,0,5,1,0,0,0,0,0,0,0,0,20.65,False,0,1,0,0,1,1,0,0,1,0,0,0
0840-DCNZE,0,0,0,47,1,0,1,1,1,1,1,1,1,86.95,False,0,1,1,0,0,0,1,0,1,0,0,0
1732-FEKLD,0,0,0,54,1,1,0,1,1,0,1,0,1,94.75,False,1,0,0,1,0,0,1,0,1,0,0,0
9862-KJTYK,0,0,1,19,0,0,0,0,0,0,0,0,1,25.35,False,0,1,1,0,0,1,0,0,0,1,0,0
0479-HMSWA,0,0,1,26,1,0,0,1,1,1,1,1,1,105.45,False,1,0,0,1,0,0,0,1,0,0,1,0
5854-KSRBJ,0,1,1,70,1,1,0,0,0,0,0,0,0,25.4,False,0,1,0,0,1,0,0,1,0,0,0,1
0365-BZUWY,0,1,0,17,1,1,0,1,1,0,1,1,1,102.55,False,0,1,0,1,0,1,0,0,0,0,1,0
4817-VYYWS,0,0,0,30,1,1,0,1,0,0,1,1,1,100.2,True,1,0,0,1,0,1,0,0,0,0,1,0
5701-SVCWR,0,0,1,1,1,1,0,0,0,0,0,0,0,24.0,False,1,0,0,0,1,1,0,0,0,0,0,1
3129-AAQOU,0,1,1,19,1,1,0,0,0,0,0,0,0,25.6,False,1,0,0,0,1,0,0,1,0,0,0,1
4922-CVPDX,0,1,0,26,1,0,0,1,1,0,1,1,1,73.5,False,1,0,1,0,0,0,0,1,0,1,0,0
1396-QWFBJ,0,1,1,21,1,0,0,1,0,0,0,0,1,74.05,True,1,0,0,1,0,1,0,0,1,0,0,0
1357-BIJKI,0,1,0,50,1,1,0,1,0,0,1,1,1,98.25,False,0,1,0,1,0,0,1,0,0,0,1,0
1099-BTKWT,0,1,0,68,0,0,1,0,1,0,1,1,1,54.4,False,1,0,1,0,0,0,1,0,0,0,1,0
5299-SJCZT,0,0,0,3,1,1,0,0,1,0,1,1,1,101.55,True,0,1,0,1,0,1,0,0,1,0,0,0
2018-PZKMU,0,1,1,9,1,0,0,0,1,1,1,1,0,103.1,False,0,1,0,1,0,1,0,0,0,0,1,0
7340-KEFQE,0,1,1,51,0,0,1,0,0,1,0,0,0,34.2,False,1,0,1,0,0,0,0,1,1,0,0,0
4570-QHXHL,0,0,0,9,1,0,0,0,0,0,0,0,1,43.75,False,1,0,1,0,0,1,0,0,0,0,1,0
2403-BCASL,1,1,1,41,1,1,0,1,1,1,1,1,1,111.95,True,0,1,0,1,0,0,1,0,0,0,1,0
7392-YYPYJ,0,0,0,22,1,1,0,1,0,0,1,1,1,100.65,False,0,1,0,1,0,1,0,0,0,0,1,0
2898-LSJGD,0,1,1,21,0,0,1,0,1,0,1,1,1,55.95,True,1,0,1,0,0,0,1,0,0,0,1,0
2223-GDSHL,0,1,1,71,1,1,1,1,1,1,1,1,1,116.05,False,0,1,0,1,0,0,0,1,1,0,0,0
7359-PTSXY,0,0,0,1,1,0,0,0,0,0,0,0,0,45.75,True,0,1,1,0,0,1,0,0,0,0,1,0
9470-RTWDV,0,1,1,26,1,1,0,0,1,1,1,1,1,82.0,False,0,1,1,0,0,0,1,0,0,1,0,0
2176-OSJUV,0,1,0,71,1,1,1,1,0,1,0,0,0,65.15,False,0,1,1,0,0,0,0,1,1,0,0,0
9348-YVOMK,0,0,0,4,1,0,0,0,0,0,0,0,1,44.8,False,0,1,1,0,0,1,0,0,0,1,0,0
8104-OSKWT,0,0,0,12,1,1,1,0,0,0,0,0,1,79.8,False,1,0,0,1,0,1,0,0,0,0,1,0
4521-YEEHE,0,1,0,18,1,1,0,0,0,1,1,0,1,88.85,False,1,0,0,1,0,1,0,0,0,0,1,0
4090-KPJIP,0,0,0,3,1,1,0,0,0,0,0,0,1,74.95,False,1,0,0,1,0,1,0,0,0,0,1,0
3786-WOVKF,1,1,0,72,1,1,1,1,0,0,1,1,1,106.85,False,1,0,0,1,0,0,1,0,1,0,0,0
4503-BDXBD,0,0,0,11,1,0,0,1,0,0,0,0,0,74.95,True,0,1,0,1,0,1,0,0,0,0,1,0
6086-ESGRL,0,0,0,1,1,0,0,0,0,0,0,1,0,80.15,True,1,0,0,1,0,1,0,0,0,1,0,0
2592-HODOV,0,0,0,13,1,0,0,0,0,0,0,0,0,19.3,False,0,1,0,0,1,0,1,0,0,1,0,0
3886-CERTZ,0,1,0,72,1,1,0,1,1,1,1,1,1,109.25,True,1,0,0,1,0,0,1,0,0,0,1,0
7995-ZHHNZ,0,1,0,42,1,1,1,0,0,0,0,0,0,56.1,False,0,1,1,0,0,0,1,0,0,1,0,0
3824-RHKVR,0,0,0,17,1,0,0,0,0,0,0,0,0,19.7,False,1,0,0,0,1,1,0,0,0,1,0,0
5816-SCGFC,1,0,0,7,1,0,0,1,0,0,0,0,1,51.3,False,1,0,1,0,0,1,0,0,0,0,0,1
5989-AXPUC,0,1,0,68,1,1,1,1,1,1,1,1,0,118.6,False,1,0,0,1,0,0,0,1,0,0,0,1
4979-HPRFL,0,1,1,56,1,1,0,0,0,0,0,0,0,24.15,False,0,1,0,0,1,0,0,1,1,0,0,0
8590-OHDIW,0,1,1,38,1,0,0,0,0,0,0,0,0,20.3,False,1,0,0,0,1,0,1,0,0,0,0,1
8015-IHCGW,0,1,1,72,1,1,1,1,1,1,1,1,1,115.5,False,1,0,0,1,0,0,0,1,0,0,1,0
2332-TODQS,0,0,0,48,1,1,0,0,0,0,0,0,0,25.05,False,1,0,0,0,1,0,1,0,0,1,0,0
9278-VZKCD,1,1,0,52,1,1,1,1,1,0,1,1,1,109.1,False,1,0,0,1,0,1,0,0,0,0,1,0
8008-OTEZX,0,1,1,35,1,0,0,0,0,0,0,0,0,19.65,False,1,0,0,0,1,0,1,0,0,0,0,1
2773-OVBPK,0,1,0,67,1,1,0,1,1,1,1,1,1,111.3,False,0,1,0,1,0,0,0,1,1,0,0,0
5999-LCXAO,0,0,0,1,0,0,1,0,0,0,0,0,0,29.9,False,1,0,1,0,0,1,0,0,0,0,0,1
5206-XZZQI,0,0,0,53,1,0,0,1,0,1,0,0,1,80.6,False,0,1,0,1,0,1,0,0,0,0,0,1
4803-LBYPN,0,1,1,34,1,0,0,0,0,0,0,0,0,20.8,False,0,1,0,0,1,1,0,0,0,0,0,1
5759-RCVCB,0,0,0,3,0,0,0,0,0,0,1,0,0,35.2,True,1,0,1,0,0,1,0,0,0,1,0,0
6372-RFVNS,0,1,0,1,1,0,0,0,0,0,1,0,0,78.8,True,1,0,0,1,0,1,0,0,0,0,1,0
2139-FQHLM,0,0,0,19,1,0,0,0,1,1,1,0,0,89.95,False,0,1,0,1,0,1,0,0,0,0,0,1
8261-GWDBQ,1,1,0,60,1,1,1,1,1,1,1,1,1,116.05,False,1,0,0,1,0,0,0,1,1,0,0,0
1093-YSWCA,0,0,0,11,1,0,0,0,0,0,0,0,0,19.55,False,0,1,0,0,1,0,0,1,0,1,0,0
8938-UMKPI,0,0,0,47,1,1,0,1,1,0,1,1,1,106.4,True,1,0,0,1,0,1,0,0,0,0,1,0
0991-BRRFB,0,0,0,18,1,0,1,0,0,0,0,0,0,49.4,True,0,1,1,0,0,1,0,0,0,0,1,0
3882-IYOIJ,0,1,1,60,1,1,1,1,1,1,1,1,0,115.25,False,1,0,0,1,0,0,0,1,0,1,0,0
8749-TZYEC,0,1,0,72,1,1,0,0,0,0,0,0,0,24.8,False,0,1,0,0,1,0,0,1,0,1,0,0
1755-FZQEC,0,0,0,39,1,0,0,0,0,0,0,0,0,19.9,False,0,1,0,0,1,0,1,0,0,0,0,1
3115-JPJDD,0,1,0,59,1,0,1,0,1,0,0,0,1,81.25,False,1,0,0,1,0,0,1,0,0,1,0,0
5600-KTXFM,0,1,1,2,1,0,0,0,0,0,0,0,0,69.95,False,0,1,0,1,0,1,0,0,0,0,0,1
3871-IKPYH,1,0,0,1,1,0,0,0,0,0,0,0,0,69.1,True,0,1,0,1,0,1,0,0,0,0,1,0
6319-IEJWJ,0,1,1,20,1,0,0,0,0,0,1,1,1,90.2,True,0,1,0,1,0,1,0,0,0,0,1,0
9025-AOMKI,0,0,0,6,1,1,0,0,0,0,1,1,1,93.55,True,1,0,0,1,0,1,0,0,1,0,0,0
6339-TBELP,0,0,0,71,1,1,0,0,1,1,0,0,1,86.4,False,0,1,0,1,0,0,0,1,0,1,0,0
7964-YESJC,0,1,0,24,1,1,1,1,1,0,0,0,0,66.3,False,1,0,1,0,0,1,0,0,0,0,0,1
6173-GOLSU,1,1,0,67,1,1,0,0,0,0,1,1,1,94.65,False,0,1,0,1,0,1,0,0,0,1,0,0
5275-SQEIZ,0,0,0,1,1,0,0,0,0,0,0,1,1,80.85,True,0,1,0,1,0,1,0,0,0,0,0,1
7716-YTYHG,0,1,1,48,1,1,0,0,0,0,0,1,1,82.05,True,1,0,0,1,0,0,1,0,0,0,0,1
9938-ZREHM,0,1,0,37,1,1,0,1,0,1,0,1,0,72.1,False,1,0,1,0,0,0,1,0,0,0,0,1
7950-XWOVN,0,0,0,11,0,0,0,1,1,0,0,0,0,34.7,False,0,1,1,0,0,1,0,0,0,0,0,1
4390-KYULV,0,1,0,3,1,0,0,0,0,0,0,0,1,20.55,True,0,1,0,0,1,1,0,0,0,1,0,0
4647-MUZON,0,1,0,18,1,0,0,0,1,0,1,1,1,95.95,False,1,0,0,1,0,1,0,0,0,1,0,0
9702-AIUJO,0,1,1,50,1,0,0,0,0,0,0,0,1,44.8,False,0,1,1,0,0,0,1,0,1,0,0,0
8849-PRIQJ,0,1,1,67,1,1,1,0,1,1,1,1,1,109.4,False,1,0,0,1,0,0,1,0,0,0,1,0
8851-RAGOV,0,1,0,25,1,0,1,1,0,1,0,1,1,71.05,False,1,0,1,0,0,1,0,0,0,0,0,1
1304-NECVQ,1,0,0,2,1,1,0,0,1,0,0,0,1,78.55,True,1,0,0,1,0,1,0,0,0,0,1,0
5396-IZEPB,0,0,0,9,1,0,0,0,0,0,0,0,0,19.7,False,0,1,0,0,1,1,0,0,0,1,0,0
1729-VLAZJ,0,0,1,10,0,0,1,1,0,1,0,0,0,40.25,False,1,0,1,0,0,0,1,0,0,0,0,1
8285-ABVLB,0,1,0,70,1,0,0,0,0,0,0,0,0,19.85,False,1,0,0,0,1,0,0,1,0,1,0,0
0701-TJSEF,0,0,0,9,1,0,1,0,1,1,0,1,1,68.25,False,0,1,1,0,0,1,0,0,1,0,0,0
5712-VBOXD,0,0,0,4,1,0,0,0,0,0,0,0,1,20.15,False,1,0,0,0,1,1,0,0,0,1,0,0
6629-LADHQ,0,0,0,2,1,0,1,0,0,0,0,0,0,50.95,False,1,0,1,0,0,1,0,0,0,0,0,1
8945-GRKHX,0,0,1,1,1,0,0,0,0,0,0,1,0,78.65,True,1,0,0,1,0,1,0,0,0,0,1,0
1559-DTODC,0,0,0,19,0,0,0,0,0,0,0,0,1,25.15,False,0,1,1,0,0,1,0,0,1,0,0,0
4797-MIWUM,0,1,1,7,1,0,0,0,0,0,0,0,1,20.25,False,0,1,0,0,1,1,0,0,1,0,0,0
6959-UWKHF,0,0,0,1,1,0,0,0,0,0,0,0,1,42.9,True,0,1,1,0,0,1,0,0,0,0,1,0
8720-RQSBJ,1,0,0,1,1,0,0,0,0,0,0,0,0,44.0,False,0,1,1,0,0,1,0,0,0,0,1,0
4537-CIBHB,0,1,1,9,1,0,0,0,0,0,0,0,0,20.25,False,1,0,0,0,1,0,1,0,0,0,0,1
3815-SLMEF,0,0,0,3,0,0,1,0,0,1,0,0,0,34.25,True,1,0,1,0,0,1,0,0,0,0,0,1
5154-VEKBL,0,0,0,9,0,0,1,0,1,1,1,1,0,58.5,True,1,0,1,0,0,1,0,0,0,0,0,1
4324-AHJKS,0,0,0,5,1,0,1,0,1,0,0,0,0,55.8,False,1,0,1,0,0,1,0,0,0,1,0,0
4355-CVPVS,0,1,1,56,1,0,0,0,0,0,1,1,0,88.9,False,1,0,0,1,0,0,1,0,1,0,0,0
4495-LHSSK,0,0,1,18,1,1,1,0,0,0,0,0,0,57.65,False,1,0,1,0,0,1,0,0,0,0,0,1
5655-JSMZM,1,0,0,49,1,1,0,0,0,0,1,1,1,96.2,True,0,1,0,1,0,1,0,0,0,0,1,0
5915-ANOEI,0,1,0,70,1,1,1,1,1,1,1,0,0,79.15,False,0,1,1,0,0,0,0,1,0,0,0,1
9861-PDSZP,0,0,0,72,1,1,0,1,1,1,1,1,1,108.05,False,1,0,0,1,0,0,0,1,0,1,0,0
4505-EXZHB,1,0,0,6,1,0,0,0,1,0,0,0,0,74.4,True,1,0,0,1,0,1,0,0,0,0,1,0
7225-CBZPL,1,1,0,17,1,1,0,0,0,0,1,1,1,94.8,False,0,1,0,1,0,1,0,0,0,0,1,0
6704-UTUKK,0,1,0,29,0,0,0,0,0,0,1,1,1,45.9,False,0,1,1,0,0,1,0,0,0,0,1,0
4587-VVTOX,0,1,0,6,1,1,0,1,1,0,1,1,1,105.3,True,1,0,0,1,0,1,0,0,0,0,1,0
2019-HDCZY,0,1,0,63,1,1,0,0,1,0,1,1,0,102.6,False,0,1,0,1,0,0,0,1,0,0,1,0
4652-NNHNY,0,1,0,16,1,1,0,0,0,0,0,0,1,73.85,True,0,1,0,1,0,1,0,0,1,0,0,0
8788-DOXSU,0,0,0,59,1,0,0,0,1,0,0,1,1,61.35,False,0,1,1,0,0,0,1,0,1,0,0,0
7404-JLKQG,0,0,0,3,1,0,0,0,1,0,1,0,0,57.55,False,1,0,1,0,0,1,0,0,0,0,1,0
7421-ZLUPA,0,0,0,8,0,0,0,1,0,0,0,0,1,29.25,False,1,0,1,0,0,1,0,0,0,0,0,1
8972-HJWNV,1,1,0,7,1,1,0,0,0,0,0,1,1,84.55,True,1,0,0,1,0,1,0,0,0,0,1,0
3274-NSDWE,0,0,0,68,1,0,0,0,0,0,0,0,0,19.6,False,1,0,0,0,1,0,0,1,0,1,0,0
2632-IVXVF,0,1,1,68,1,1,1,0,1,1,1,1,0,111.75,False,1,0,0,1,0,0,0,1,0,1,0,0
3692-JHONH,1,1,0,52,1,1,0,1,1,0,1,1,1,106.5,False,1,0,0,1,0,0,1,0,0,0,1,0
8915-NNTRC,0,1,1,72,1,1,1,1,0,1,1,1,1,107.7,False,0,1,0,1,0,0,0,1,0,1,0,0
5914-GXMDA,0,1,0,32,1,0,0,0,0,0,0,0,0,19.3,False,1,0,0,0,1,0,1,0,0,0,0,1
7463-IFMQU,0,1,0,72,1,0,0,0,0,0,0,0,0,20.05,False,1,0,0,0,1,0,0,1,1,0,0,0
2920-RNCEZ,0,1,1,1,1,0,0,0,0,0,0,0,1,69.95,False,0,1,0,1,0,1,0,0,0,1,0,0
2541-YGPKE,0,1,1,42,1,0,1,0,0,1,0,1,0,63.7,False,0,1,1,0,0,0,1,0,0,1,0,0
8515-OCTJS,0,0,0,25,1,1,0,0,0,0,0,0,0,24.75,True,1,0,0,0,1,0,0,1,0,1,0,0
5382-TEMLV,0,0,0,45,1,0,1,0,0,0,0,0,1,50.9,False,0,1,1,0,0,1,0,0,1,0,0,0
3441-CGZJH,0,1,1,43,0,0,1,0,1,1,1,1,1,60.4,False,1,0,1,0,0,0,1,0,0,1,0,0
9592-ERDKV,0,1,0,37,1,1,1,0,1,0,1,1,0,79.25,False,0,1,1,0,0,0,1,0,0,0,0,1
2860-RANUS,1,0,0,20,1,1,0,0,0,0,0,1,1,85.8,True,1,0,0,1,0,1,0,0,0,1,0,0
5261-QSHQM,0,0,0,4,0,0,0,0,0,0,0,0,1,24.45,True,1,0,1,0,0,1,0,0,0,0,1,0
4778-IZARL,0,1,0,63,1,0,1,1,1,1,1,1,1,110.1,False,0,1,0,1,0,0,0,1,0,1,0,0
0432-CAJZV,0,0,0,3,1,0,0,0,0,0,1,1,0,90.7,False,0,1,0,1,0,1,0,0,0,0,0,1
7008-LZVOZ,0,1,1,66,1,1,0,0,0,0,0,0,1,25.3,False,0,1,0,0,1,0,0,1,0,1,0,0
8868-WOZGU,0,0,0,28,1,1,0,1,1,0,1,1,1,105.7,True,0,1,0,1,0,1,0,0,0,0,1,0
1200-TUZHR,1,0,0,8,1,1,0,0,0,0,0,1,0,85.2,False,1,0,0,1,0,1,0,0,0,0,1,0
9365-CSLBQ,0,0,1,71,1,1,0,0,0,0,0,0,0,24.35,False,0,1,0,0,1,0,0,1,0,0,0,1
1334-FJSVR,0,0,0,1,0,0,0,0,0,0,0,0,1,24.25,True,0,1,1,0,0,1,0,0,0,0,1,0
5884-FBCTL,0,1,1,72,1,1,0,0,0,0,0,0,0,25.1,False,1,0,0,0,1,0,0,1,1,0,0,0
7130-CTCUS,1,1,0,16,1,0,1,1,0,0,0,0,1,54.55,False,0,1,1,0,0,1,0,0,1,0,0,0
6242-FEGFD,0,1,0,66,1,1,1,1,1,1,0,0,0,96.6,False,0,1,0,1,0,0,0,1,0,0,0,1
7625-XCQRH,0,0,0,11,1,1,0,0,0,0,0,0,1,76.5,True,1,0,0,1,0,1,0,0,0,0,1,0
6194-HBGQN,0,0,0,51,1,1,1,1,1,1,1,0,1,81.15,False,0,1,1,0,0,0,1,0,0,1,0,0
7634-WSWDB,0,0,1,8,0,0,1,0,0,0,0,1,1,38.5,False,1,0,1,0,0,1,0,0,0,0,1,0
6986-IXNDM,0,0,0,14,1,0,0,0,0,0,1,1,1,92.9,False,0,1,0,1,0,1,0,0,0,0,1,0
1731-TVIUK,0,0,0,4,1,1,0,1,0,1,0,1,1,93.5,True,1,0,0,1,0,1,0,0,0,0,1,0
2987-BJXIK,0,0,0,70,1,1,1,1,1,0,1,1,0,84.7,False,1,0,1,0,0,0,0,1,0,0,0,1
9769-TSBZE,0,0,1,70,1,1,1,1,0,1,0,0,0,66.0,False,1,0,1,0,0,0,0,1,0,0,1,0
0406-BPDVR,1,1,0,54,1,1,0,1,0,0,1,1,1,101.5,True,1,0,0,1,0,0,1,0,0,1,0,0
0618-XWMSS,0,0,1,28,1,0,1,0,0,0,0,0,1,74.9,True,0,1,0,1,0,1,0,0,1,0,0,0
1395-WSWXR,0,0,0,24,1,0,0,0,0,0,0,0,0,20.75,False,0,1,0,0,1,0,0,1,0,0,0,1
6023-GSSXW,0,1,0,69,1,0,0,1,0,0,0,1,1,61.45,False,1,0,1,0,0,0,0,1,0,1,0,0
6752-APNJL,0,1,1,42,1,0,1,1,0,0,0,0,0,54.5,False,0,1,1,0,0,1,0,0,0,0,0,1
5276-KQWHG,1,0,0,2,1,0,0,0,0,0,0,0,1,69.6,True,1,0,0,1,0,1,0,0,0,0,1,0
0420-HLGXF,1,0,0,39,1,1,0,0,1,0,1,1,1,99.75,False,1,0,0,1,0,1,0,0,0,0,1,0
7446-KQISO,0,1,1,45,1,1,0,1,1,1,1,1,1,109.75,False,0,1,0,1,0,0,0,1,1,0,0,0
9823-EALYC,0,1,1,72,1,1,1,1,1,1,1,0,1,80.85,False,0,1,1,0,0,0,0,1,1,0,0,0
0582-AVCLN,0,0,0,38,1,0,0,0,0,0,0,0,0,20.3,False,1,0,0,0,1,0,0,1,0,0,0,1
5803-NQJZO,0,1,0,72,1,1,1,1,1,1,0,0,1,67.8,False,0,1,1,0,0,0,0,1,1,0,0,0
2565-JSLRY,0,0,0,1,1,1,0,0,0,0,0,0,1,24.05,True,0,1,0,0,1,1,0,0,0,0,0,1
2607-DHDAK,0,1,1,72,1,0,0,0,0,0,0,0,1,19.8,False,0,1,0,0,1,0,0,1,0,1,0,0
1073-XXCZD,0,1,0,55,1,1,0,0,0,0,0,0,0,25.7,False,0,1,0,0,1,0,0,1,1,0,0,0
0743-HRVFF,0,1,1,51,0,0,0,0,1,1,1,1,1,56.15,False,1,0,1,0,0,0,1,0,0,0,1,0
4006-HKYHO,0,0,0,63,1,0,1,1,1,1,1,1,1,86.7,False,0,1,1,0,0,0,0,1,1,0,0,0
3727-JEZTU,0,0,0,1,1,0,0,0,0,0,0,0,0,20.4,False,1,0,0,0,1,1,0,0,0,0,0,1
8143-ETQTI,0,1,1,23,1,0,0,0,0,0,0,0,1,19.65,False,1,0,0,0,1,0,0,1,0,0,0,1
6689-KXGBO,0,0,0,1,1,0,0,1,0,0,0,0,0,50.55,True,1,0,1,0,0,1,0,0,0,0,1,0
9667-TKTVZ,0,0,0,2,1,1,0,0,0,1,0,0,1,54.35,False,1,0,1,0,0,1,0,0,0,0,0,1
3657-COGMW,1,0,0,52,1,1,1,1,1,0,1,1,0,108.1,False,1,0,0,1,0,1,0,0,0,1,0,0
8570-KLJYJ,0,0,0,36,1,1,1,0,0,0,0,0,0,54.45,False,1,0,1,0,0,0,1,0,0,0,0,1
7754-IXRMC,0,0,0,1,1,0,0,0,0,0,0,0,0,45.35,False,1,0,1,0,0,1,0,0,0,0,0,1
9473-CBZOP,0,0,0,28,1,1,1,0,1,0,0,0,0,59.0,False,1,0,1,0,0,0,1,0,0,0,0,1
2969-WGHQO,0,1,1,7,1,0,1,1,1,0,1,0,0,69.45,False,1,0,1,0,0,0,1,0,0,0,1,0
6615-NGGZJ,0,0,0,14,1,1,0,1,0,0,1,1,1,100.55,True,0,1,0,1,0,1,0,0,0,0,1,0
4334-HOWRP,1,1,0,72,0,0,1,1,1,1,1,1,1,64.95,False,0,1,1,0,0,0,0,1,0,1,0,0
4255-DDUOU,0,1,1,1,1,0,0,0,0,0,0,0,1,20.5,True,1,0,0,0,1,1,0,0,0,0,0,1
